review_id,listing_id,text,createdAt,month
1479139265468764898,135989112,"We spent a delightful month in Debbie’s beautiful house on Old Seneca turnpike, enjoying a lot of what Skaneateles has to offer. Lake views & cruise, shops, the Brewery, the Charlie Major nature trail, and especially the fabulous Community Center-offering an eight-lane pool/extensive gym/ice rink. Deb’s house is amazing, clean, large kitchen, and the ac ran flawlessly (it was definitely needed).  Debbie resolved a kitchen drain issue very quickly. The lawn was mowed neatly every week. The fenced-in portion of the back yard adds safety for small children (fence is not shown in photos).  Good convenient location- caveat: there is considerable noisy heavy-truck and car daytime traffic during our month of July stay (careful when making a left turn out the driveway). We truly enjoyed our long stay and highly recommend renting this property.",2025-08-02 19:45:40+00:00,8
1429860320995107765,135989112,"We felt safe and comfortable. The house was immaculate.  The beds super comfortable. We loved everything about it! The home was so close to everything, yet private and peaceful. Communication was excellent and welcoming. <br/>Would 100% stay there again!",2025-05-26 19:57:13+00:00,5
1424057359592768016,135989112,The house was a perfect place to all gather!  So close to downtown   - Beds very comfy and the house provided all the comforts you will need.  We would consider coming back for sure.  Thank you Debbie <br/>The Soule Family,2025-05-18 19:47:46+00:00,5
1417567479621874392,135989112,"All the comforts of home, the place was pretty and cozy-loved the fireplace that was so easy to use. Also appreciated the comfy bed and bedding, always an important aspect for me personally.<br/>Debbie was so friendly and communicative, Helped me out immediately when I made a major mistake on the dates I reserved.<br/>This was a seamless and enjoyable stay. Highly recommended!<br/>Thanks, Debbie!",2025-05-09 20:53:32+00:00,5
1402995490103714953,135989112,"My family and I stayed a few day's at Debbie's house while we toured Syracuse University. Everyting was adveristed. House is beautiful, clean, and all was as advertised. She was very responsive and answered all my questions. Would definitely stay there again if we are ever in the area.",2025-04-19 18:21:35+00:00,4
1361738972862783778,135989112,We were there for a girls get away and we loved it! Very comfy and clean! We loved it and felt right at home. It was 5 minutes to the Spa and to town.,2025-02-21 20:12:15+00:00,2
1359570052048231092,135989112,The house was really nice.  Very comfortable and set up well.  Dealing with Debbie was a pleasure.  We would definitely stay there again ‘,2025-02-18 20:22:59+00:00,2
1352988864097798242,135989112,"We had a great time at this rental home. Our group of friends was able to come together in this space and prepare before attending a wedding. We loved having this space to enjoy each other’s company and reminisce on our college days. The house was conveniently located to the wedding venue, The Lodge, and was close enough to travel even with snow on the ground. It was the perfect space for our group and we are happy we were able to use it for the special occasion. I would recommend this house, and The Finger Lakes Luxury rental company. They were responsive, helpful, and knowledgeable about the area and their properties.",2025-02-09 18:27:21+00:00,2
1337830285086914229,135989112,Beautiful place!,2025-01-19 20:29:57+00:00,1
1332801137199633312,135989112,Felt extremely welcomed. Debbie was on top of everything throughout the whole process. We enjoyed our stay and can’t wait to return.,2025-01-12 21:57:56+00:00,1
1321156046622087692,135989112,"Quite possibly the best rental experience I’ve ever had: easy check in/out, super clean, every detail thought out, comfortable, functional and beautiful. My family spent a holiday here and it was perfect. Would stay again and highly recommend. Thank you, Debbie!",2024-12-27 20:21:13+00:00,12
1308127657986559014,135989112,"Debbie was great - easy to communicate with and answered all my questions.  We loved the house.  The bedroom with the two beds is right across the hall from the queen bedroom - perfect for our kiddos to come get us if they needed anything.  Kitchen is large and has lots of storage.  Any the entryway is very nice to hang up coats, set aside boots and gloves.  We will definitely be back  - thanks!",2024-12-09 20:56:08+00:00,12
1302245876125490363,135989112,"We enjoyed our stay here! The home was comfortable, warm, and spacious. Everything is exactly as advertised and looks just like the pictures. Would definitely stay here again!",2024-12-01 18:10:05+00:00,12
1292826346983936736,135989112,Always a great stay at this property. Very likely to return in the future.,2024-11-18 18:15:10+00:00,11
1268256775599026247,135989112,We enjoyed our stay.  The house was immaculate and was in a great location.  Debbie was very responsive.  We look forward to returning for a future stay.,2024-10-15 20:39:49+00:00,10
1262444372241108353,135989112,We attended a wedding nearby and this place was lovely!! The fenced in yard was perfect for our pups and the house was spacious and well designed for our family of seven . Very convenient to shops and restaurants nearby which made our stay even more enjoyable!!,2024-10-07 20:11:36+00:00,10
1260189540805555691,135989112,We thoroughly enjoyed our stay at Debbie’s! The place is so clean and decorated very tastefully- we felt right at home!,2024-10-04 17:31:39+00:00,10
1256658748822244270,135989112,"The place was excellent - super clean and accommodating. The house is beautiful and beds are comfy. We used the outdoor fire pit which was a nice addition. <br/>Only wish is that it would have included some of what now feels standard at Airbnb/hotel stays i.e. coffee, shampoo, etc. (though it was clearly communicated these would not be included). <br/>All in, I’d recommend Debbie’s as a wonderful space to stay.",2024-09-29 20:36:36+00:00,9
1254486760300415343,135989112,This is a beautiful home recently renovated and nicely decorated. It was spotless and located only a mile from town. Debbie provided all the necessary details to ensure we had a great stay at her home well as recommendations.,2024-09-26 20:41:15+00:00,9
1226874581643683382,135989112,"We really enjoyed staying here. It was clean and close to things. we greatly appreciated the abundance of towels, blankets and pillows there was. we were very comfortable and had a great time.",2024-08-19 18:20:47+00:00,8
1194301995649801686,135989112,Very nice home in a great location!,2024-07-05 19:44:52+00:00,7
1180454959713069074,135989112,"Here are some minor things we noticed.<br/>Would have liked a rod to hang clothes in the bedroom with 2 beds,the clothes rack for 2 women worked <br/>Would have liked on nightlight in the hall very dark for older women did not want to fall on the lip in the hallway going to bedrooms <br/>Would have liked a hook to hang towels in the master bedroom",2024-06-16 17:13:17+00:00,6
1175464116887681537,135989112,Fantastic stay. Debbie made it so easy for us and was very proactive about letting me know what to do for check in. Would highly recommend booking with her! Thank you Debbie!,2024-06-09 19:57:22+00:00,6
1129033026130013958,135989112,We love staying at this Airbnb and have gone back to it several times. It is always clean and comfortable and is in a great location!,2024-04-06 18:27:04+00:00,4
1109463243945642288,135989112,"Debbie is the definition of a perfect host! My family and I cannot explain how beautiful her lovely home is. The decor, extra towels, responsive communication and just so much more! If you’re looking for a place to stay in the area - stay with Debbie!",2024-03-10 18:25:25+00:00,3
1079079317798368562,135989112,"Lovely home, very comfortable! Exactly what we were looking for! <br/>Beautifully decorated and had everything we needed!<br/>Debbie was very helpful in recommending restaurants and activities! Highly recommended!!!!!",2024-01-28 20:17:58+00:00,1
1068880757116769924,135989112,"The house was very nice and clean. TVs in each bedroom and above the fireplace in the living room. The location was close to the quaint little town, which has a lot of cute small town shops and restaurants along the lake. Great place for pictures. <br/>A major plus was how organized and accommodating Debbie was for our trip.  She was quick to respond and found a solution when our plans changed at the last minute. We would highly recommend Debbie at Finger Lakes Luxury Rentals.",2024-01-14 18:35:15+00:00,1
1056560616719333565,135989112,"This house was better even than the pictures and description. Place was immaculate, well-appointed, and Debbie was a friendly and responsive host! We had a great time visiting relatives over the holidays, and the house was a great place to chill and relax! Would definitely stay again!",2023-12-28 18:37:20+00:00,12
1043579005307220626,135989112,Debbie has a beautiful and modern home that is only a short drive to Skaneateles.  Debbie is very responsive and was flexible in her communications.,2023-12-10 20:45:11+00:00,12
1039249352073367087,135989112,"Lovely house.  Very clean, comfortable and easy drive into Skaneateles.",2023-12-04 21:22:56+00:00,12
1037741994915657721,135989112,What a gorgeous rental!  So spacious and beautifully renovated!  Fully equipped and so easy to drive into quaint Skaneateles.,2023-12-02 19:28:05+00:00,12
1033455257635455588,135989112,Our family loved this place. Very clean and cozy. The kitchen was well stocked and contained beautiful appliances.  Our dogs enjoyed the fenced in yard.  My favorite spot was the swivel chair next to the gas fireplace…warm and toasty.,2023-11-26 21:31:07+00:00,11
1028350251179310526,135989112,"This is a stone’s throw from the village of Skaneatles but incredibly private and easy to get to/park! The beds were incredibly comfortable, the kitchen was spotless and beautiful and the layout was perfect for our family of 4. The fenced-in backyard was also a great asset for our dogs!",2023-11-19 20:28:22+00:00,11
1023271004247469676,135989112,"A beautiful home. Cozy, comfortable and Debbie was an awesome host. Would go again",2023-11-12 20:16:49+00:00,11
1018911199902742379,135989112,"My family of four stayed for an extended weekend. The home is identical to the photos but at the same time even better in person. Impeccably clean, super spacious, and still very cozy and comfortable. We could’ve never left and still would have been happy, but we did really appreciate the proximity to town. Everything you’d want to access is just right down the road. Debbie was lovely to communicate with, we’d absolutely recommend and looking forward to returning!",2023-11-06 19:54:40+00:00,11
1008051193402333809,135989112,Debbie’s place was beautiful and advertised well. Perfect for 2 families coming to town for lake or holiday weekend!,2023-10-22 20:17:46+00:00,10
977601272360496421,135989112,"We had a wonderful stay at this property. Everything was extremely clean, mattresses were comfy, and outdoor space was great for dogs. We loved the decor and layout. This house is super close to downtown, which was convenient.",2023-09-10 19:59:13+00:00,9
962409252555965744,135989112,"Debbie was the best and most gracious host. Her property was amazing; exactly... actually better than the photos. It's in a great location near the town center and so spacious and private. The home layout and the decor are so welcoming and beautiful. We felt right at home. Debbie’s communication and check-in instructions were spot on, and she was very responsive. We so appreciate her and the property. We’ll be back very soon! Thanks again, Debbie!",2023-08-20 20:55:23+00:00,8
949984023210982709,135989112,"This house was absolutely beautiful! It was so nicely decorated and so comfortable to stay at we didn’t want to leave. Debbie was a wonderful host, so accommodating to us when we had to cancel days due to delay in construction at our house. Would definitely recommend this house , it was like a little oasis, private wooded backyard that was perfect for our dog and us to all enjoy! Thank you Debbie for everything!",2023-08-03 17:28:40+00:00,8
947132842655099214,135989112,"My husband, dog and I had a great weekend upstate at Debbie's. We booked last-minute (a few days prior) and Debbie was very helpful, able to accommodate us, and communicative prior to and throughout our stay. She was flexible on check-in time which we very much appreciated. The house was easy to find and centrally located (about a 5 min drive from town), clean and spacious. The kitchen was well-stocked, 2 full bathrooms so no waiting to shower, kind bed was very comfortable, and the yard was well-maintained. One note for others with dogs that the house is off a main road + no fence, so will need to keep an eye on your pup while he's outdoors to make sure he doesn't roam into the front on accident. We really enjoyed our time at the house and would stay here again.",2023-07-30 19:03:53+00:00,7
1663886357054107967,37761138,"Not only beautiful in itself, the house is located 15 minutes from everything you could need. The space was wonderful",2026-04-14 17:25:10+00:00,4
1657431988149270459,37761138,"Overall, a fantastic stay in a beautiful home! The location strikes the perfect balance of close to town for convenience, yet it feels like a peaceful mountain retreat. The house was spotless, very well maintained, and thoughtfully stocked with everything we needed.<br/>We would absolutely stay here again. One thing to note: if you need reliable WiFi for work during your stay, the connection was very inconsistent and often froze, and cell service was limited. This made communication challenging for those of us who needed to stay in touch for work.<br/>That said, the owner was very kind, responsive, and respectful of our privacy throughout our stay.",2026-04-05 19:41:29+00:00,4
1652292588532079177,37761138,"Jonathan’s place was absolutely beautiful. We were very close to high peaks, and hiked Van Hoevenberg and made the short trip to Marcy Dam.  After hiking we got to soak in the hot tub, and relax around the home.  Perfect to be close to Lake Placid and have some privacy.",2026-03-29 17:30:25+00:00,3
1640068883386778646,37761138,Lovely stay,2026-03-12 20:44:06+00:00,3
1637124903353996654,37761138,"A great house in a great location! <br/>Very private, yet also conveniently close to all of the major attractions Lake Placid has to offer. An easy 8 minute drive into town and about 15 minutes to Whiteface Mountain. <br/>The house itself is very spacious and has plenty of sleeping arrangements. It is beautifully rustic and also offers updated kitchen and bathroom fixtures. The washer and dryer was also a bonus for our large group! <br/>My family had a lovely stay here and would highly recommend Johnathan and his beautiful property to anyone looking for a place in the Lake Placid area.",2026-03-08 19:14:56+00:00,3
1626942154240248638,37761138,We had an amazing stay at Jonathan's cabin! Tons of space for our family. Gorgeous views from the living room windows. Easy to get to town and easy to get to Whiteface mountain for some skiing. Would highly recommend this place! The cabin interior is also very impressive. We loved every aspect of our stay here and would definitely return.,2026-02-22 18:03:38+00:00,2
1615391665619263210,37761138,"Johnathan’s cabin is spectacular. Clean, easy to get to. Has all of the comforts of home. It is beautiful and has plenty of room for everyone. The hot tub was a bonus! Nice way to end the day. Great place!",2026-02-06 19:34:52+00:00,2
1582121733943342454,37761138,"A great stay, and our second time visiting. Only good things to say all around; cabin is comfortable and clean, locale is gorgeous, and the host is receptive and attentive. Can’t wait to come back!",2025-12-22 21:53:27+00:00,12
1578496109554654894,37761138,This was our second stay at Jonathan’s cabin.  This stay was as perfect as the first!  The house is immaculately clean and meticulously maintained.  The home is spacious and cozy all at the same time. The views are incredible and Jonathan has thought of absolutely everything to make your stay as comfortable as possible!  Our family loved having dinners at the large table and enjoying the fireplace and beautiful Christmas tree.  We couldn’t have asked for a more wonderful place to get away with our family!  Thank you for everything and we can’t wait to come back!,2025-12-17 21:49:59+00:00,12
1576321134228927335,37761138,"Incredible adirondack getaway with 4 adults, 2<br/>kids and 2 dogs! Johnathan’s log home is gorgeous, private and spotless. We didn’t want to leave! we are already thinking of booking this again for next year around this time!",2025-12-14 21:48:42+00:00,12
1571195516678932268,37761138,Great time gorgeous place,2025-12-07 20:05:01+00:00,12
1568272989678630239,37761138,"Beautiful cabin, nestled on a mountain top gorgeous views excellent Host",2025-12-03 19:18:28+00:00,12
1550935346414795044,37761138,"Johnathan's home was beautiful and exactly as described/pictured. The home was very clean upon arrival. The location was perfect for access to hiking trails, shops, restaurants, and downtown Lake Placid. The area was peaceful and private. We would definitely stay at this property again.",2025-11-09 21:11:40+00:00,11
